OBJECTID,GEOID,Name,Population,AggregateIncome,PCIAdjusted,ACSVintage,Jurisdiction,CRA_ID,CRAGroup,CRAName,CRANeighborhoods,TractLabel
2040,53033029504,"Census Tract 295.04, King County, Washington",6819,179710600,26354,5Y21,King County Balance,,,,,295.04
2041,53033029505,"Census Tract 295.05, King County, Washington",4247,115769900,27259,5Y21,King County Balance,,,,,295.05
2042,53033029506,"Census Tract 295.06, King County, Washington",4372,110540700,25284,5Y21,King County Balance,,,,,295.06
2043,53033029507,"Census Tract 295.07, King County, Washington",3319,108468300,32681,5Y21,King County Balance,,,,,295.07
2044,53033029508,"Census Tract 295.08, King County, Washington",4041,189648000,46931,5Y21,King County Balance,,,,,295.08
2045,53033029602,"Census Tract 296.02, King County, Washington",7055,342573600,48558,5Y21,King County Balance,,,,,296.02
2046,53033029603,"Census Tract 296.03, King County, Washington",4011,146030000,36407,5Y21,King County Balance,,,,,296.03
2047,53033029604,"Census Tract 296.04, King County, Washington",3339,99249400,29724,5Y21,King County Balance,,,,,296.04
2048,53033029701,"Census Tract 297.01, King County, Washington",4992,159877100,32027,5Y21,King County Balance,,,,,297.01
2049,53033029702,"Census Tract 297.02, King County, Washington",3594,100450900,27950,5Y21,King County Balance,,,,,297.02
2050,53033029803,"Census Tract 298.03, King County, Washington",4044,140553700,34756,5Y21,King County Balance,,,,,298.03
2051,53033029804,"Census Tract 298.04, King County, Washington",4727,263652600,55776,5Y21,King County Balance,,,,,298.04
2052,53033029805,"Census Tract 298.05, King County, Washington",4865,166800000,34286,5Y21,King County Balance,,,,,298.05
2053,53033029806,"Census Tract 298.06, King County, Washington",5582,262737500,47069,5Y21,King County Balance,,,,,298.06
2054,53033029901,"Census Tract 299.01, King County, Washington",4481,157217800,35085,5Y21,King County Balance,,,,,299.01
2055,53033029902,"Census Tract 299.02, King County, Washington",5454,281059900,51533,5Y21,King County Balance,,,,,299.02
2056,53033030003,"Census Tract 300.03, King County, Washington",6959,236039000,33919,5Y21,King County Balance,,,,,300.03
2057,53033030005,"Census Tract 300.05, King County, Washington",5950,183223400,30794,5Y21,King County Balance,,,,,300.05
2058,53033030006,"Census Tract 300.06, King County, Washington",4701,118747900,25260,5Y21,King County Balance,,,,,300.06
2059,53033030007,"Census Tract 300.07, King County, Washington",4013,102196600,25466,5Y21,King County Balance,,,,,300.07
2060,53033030008,"Census Tract 300.08, King County, Washington",4514,146472100,32448,5Y21,King County Balance,,,,,300.08
2061,53033030101,"Census Tract 301.01, King County, Washington",4025,169475300,42106,5Y21,King County Balance,,,,,301.01
2062,53033030102,"Census Tract 301.02, King County, Washington",3404,201720300,59260,5Y21,King County Balance,,,,,301.02
2063,53033030201,"Census Tract 302.01, King County, Washington",5908,178003900,30129,5Y21,King County Balance,,,,,302.01
2064,53033030203,"Census Tract 302.03, King County, Washington",3656,105944800,28978,5Y21,King County Balance,,,,,302.03
2065,53033030204,"Census Tract 302.04, King County, Washington",3994,103353900,25877,5Y21,King County Balance,,,,,302.04
2066,53033030304,"Census Tract 303.04, King County, Washington",4693,149870600,31935,5Y21,King County Balance,,,,,303.04
2067,53033030305,"Census Tract 303.05, King County, Washington",4711,199118600,42267,5Y21,King County Balance,,,,,303.05
2068,53033030306,"Census Tract 303.06, King County, Washington",5501,221505800,40266,5Y21,King County Balance,,,,,303.06
2069,53033030308,"Census Tract 303.08, King County, Washington",6425,197973000,30813,5Y21,King County Balance,,,,,303.08
2070,53033030309,"Census Tract 303.09, King County, Washington",5795,234083800,40394,5Y21,King County Balance,,,,,303.09
2071,53033030310,"Census Tract 303.10, King County, Washington",7384,307262700,41612,5Y21,King County Balance,,,,,303.1
2072,53033030311,"Census Tract 303.11, King County, Washington",4978,160327500,32207,5Y21,King County Balance,,,,,303.11
2073,53033030312,"Census Tract 303.12, King County, Washington",5478,194366400,35481,5Y21,King County Balance,,,,,303.12
2074,53033030313,"Census Tract 303.13, King County, Washington",5342,121491600,22743,5Y21,King County Balance,,,,,303.13
2075,53033030314,"Census Tract 303.14, King County, Washington",4806,175153600,36445,5Y21,King County Balance,,,,,303.14
2076,53033030403,"Census Tract 304.03, King County, Washington",5051,198017700,39204,5Y21,King County Balance,,,,,304.03
2077,53033030404,"Census Tract 304.04, King County, Washington",5045,186101400,36888,5Y21,King County Balance,,,,,304.04
2078,53033030405,"Census Tract 304.05, King County, Washington",3600,119480500,33189,5Y21,King County Balance,,,,,304.05
2079,53033030406,"Census Tract 304.06, King County, Washington",2740,120278700,43897,5Y21,King County Balance,,,,,304.06
2080,53033030407,"Census Tract 304.07, King County, Washington",2595,109599400,42235,5Y21,King County Balance,,,,,304.07
2081,53033030501,"Census Tract 305.01, King County, Washington",2411,80992900,33593,5Y21,King County Balance,,,,,305.01
2082,53033030503,"Census Tract 305.03, King County, Washington",5455,164476700,30152,5Y21,King County Balance,,,,,305.03
2083,53033030504,"Census Tract 305.04, King County, Washington",5479,193547900,35325,5Y21,King County Balance,,,,,305.04
2084,53033030600,"Census Tract 306, King County, Washington",5885,173905000,29551,5Y21,King County Balance,,,,,306
2085,53033030700,"Census Tract 307, King County, Washington",4591,155199700,33805,5Y21,King County Balance,,,,,307
2086,53033030801,"Census Tract 308.01, King County, Washington",6818,141867800,20808,5Y21,King County Balance,,,,,308.01
2087,53033030802,"Census Tract 308.02, King County, Washington",3925,110163500,28067,5Y21,King County Balance,,,,,308.02
2088,53033030901,"Census Tract 309.01, King County, Washington",3876,105604900,27246,5Y21,King County Balance,,,,,309.01
2089,53033030902,"Census Tract 309.02, King County, Washington",6335,179002200,28256,5Y21,King County Balance,,,,,309.02
2090,53033031000,"Census Tract 310, King County, Washington",4473,267761300,59862,5Y21,King County Balance,,,,,310
2091,53033031101,"Census Tract 311.01, King County, Washington",4736,132923500,28067,5Y21,King County Balance,,,,,311.01
2092,53033031102,"Census Tract 311.02, King County, Washington",3335,96194800,28844,5Y21,King County Balance,,,,,311.02
2093,53033031202,"Census Tract 312.02, King County, Washington",6236,277267000,44462,5Y21,King County Balance,,,,,312.02
2094,53033031204,"Census Tract 312.04, King County, Washington",6283,293892300,46776,5Y21,King County Balance,,,,,312.04
2095,53033031206,"Census Tract 312.06, King County, Washington",5559,194607100,35008,5Y21,King County Balance,,,,,312.06
2096,53033031207,"Census Tract 312.07, King County, Washington",4685,137760900,29405,5Y21,King County Balance,,,,,312.07
2097,53033031208,"Census Tract 312.08, King County, Washington",4777,146747300,30720,5Y21,King County Balance,,,,,312.08
2098,53033031301,"Census Tract 313.01, King County, Washington",2223,106694100,47996,5Y21,King County Balance,,,,,313.01
2099,53033031302,"Census Tract 313.02, King County, Washington",4860,176027900,36220,5Y21,King County Balance,,,,,313.02
2100,53033031400,"Census Tract 314, King County, Washington",6287,349285000,55557,5Y21,King County Balance,,,,,314
2101,53033031501,"Census Tract 315.01, King County, Washington",3942,178095500,45179,5Y21,King County Balance,,,,,315.01
2102,53033031502,"Census Tract 315.02, King County, Washington",4680,239066700,51083,5Y21,King County Balance,,,,,315.02
2103,53033031601,"Census Tract 316.01, King County, Washington",5372,292786800,54502,5Y21,King County Balance,,,,,316.01
2104,53033031603,"Census Tract 316.03, King County, Washington",7094,332389500,46855,5Y21,King County Balance,,,,,316.03
2105,53033031604,"Census Tract 316.04, King County, Washington",5972,244936000,41014,5Y21,King County Balance,,,,,316.04
2106,53033031605,"Census Tract 316.05, King County, Washington",4370,260454000,59600,5Y21,King County Balance,,,,,316.05
2107,53033031704,"Census Tract 317.04, King County, Washington",6696,254936900,38073,5Y21,King County Balance,,,,,317.04
2108,53033031705,"Census Tract 317.05, King County, Washington",4291,191503000,44629,5Y21,King County Balance,,,,,317.05
2109,53033031707,"Census Tract 317.07, King County, Washington",2806,185673400,66170,5Y21,King County Balance,,,,,317.07
2110,53033031708,"Census Tract 317.08, King County, Washington",4072,185613500,45583,5Y21,King County Balance,,,,,317.08
2111,53033031709,"Census Tract 317.09, King County, Washington",3914,184185800,47058,5Y21,King County Balance,,,,,317.09
2112,53033031710,"Census Tract 317.10, King County, Washington",3974,163532600,41151,5Y21,King County Balance,,,,,317.1
2113,53033031800,"Census Tract 318, King County, Washington",5043,288048300,57118,5Y21,King County Balance,,,,,318
2114,53033031904,"Census Tract 319.04, King County, Washington",3527,181835700,51555,5Y21,King County Balance,,,,,319.04
2115,53033031906,"Census Tract 319.06, King County, Washington",3576,188476800,52706,5Y21,King County Balance,,,,,319.06
2116,53033031908,"Census Tract 319.08, King County, Washington",4150,187225400,45115,5Y21,King County Balance,,,,,319.08
2117,53033031909,"Census Tract 319.09, King County, Washington",3129,119999200,38351,5Y21,King County Balance,,,,,319.09
2118,53033031910,"Census Tract 319.10, King County, Washington",4374,184767100,42242,5Y21,King County Balance,,,,,319.1
2119,53033031911,"Census Tract 319.11, King County, Washington",3712,181451300,48882,5Y21,King County Balance,,,,,319.11
2120,53033031912,"Census Tract 319.12, King County, Washington",3561,149457400,41971,5Y21,King County Balance,,,,,319.12
2121,53033031913,"Census Tract 319.13, King County, Washington",3952,270254500,68384,5Y21,King County Balance,,,,,319.13
2122,53033032002,"Census Tract 320.02, King County, Washington",2902,151696100,52273,5Y21,King County Balance,,,,,320.02
2123,53033032003,"Census Tract 320.03, King County, Washington",5629,372273200,66135,5Y21,King County Balance,,,,,320.03
2124,53033032005,"Census Tract 320.05, King County, Washington",7268,327662800,45083,5Y21,King County Balance,,,,,320.05
2125,53033032006,"Census Tract 320.06, King County, Washington",5581,257693000,46173,5Y21,King County Balance,,,,,320.06
2126,53033032007,"Census Tract 320.07, King County, Washington",3402,175690900,51643,5Y21,King County Balance,,,,,320.07
2127,53033032008,"Census Tract 320.08, King County, Washington",4673,198339400,42444,5Y21,King County Balance,,,,,320.08
2128,53033032010,"Census Tract 320.10, King County, Washington",6743,338460900,50194,5Y21,King County Balance,,,,,320.1
2129,53033032011,"Census Tract 320.11, King County, Washington",4640,224394700,48361,5Y21,King County Balance,,,,,320.11
2130,53033032102,"Census Tract 321.02, King County, Washington",5187,325406000,62735,5Y21,King County Balance,,,,,321.02
2131,53033032103,"Census Tract 321.03, King County, Washington",5191,350797600,67578,5Y21,King County Balance,,,,,321.03
2132,53033032104,"Census Tract 321.04, King County, Washington",6318,391629300,61986,5Y21,King County Balance,,,,,321.04
2133,53033032207,"Census Tract 322.07, King County, Washington",3737,323160800,86476,5Y21,King County Balance,,,,,322.07
2134,53033032211,"Census Tract 322.11, King County, Washington",4661,344973200,74013,5Y21,King County Balance,,,,,322.11
2135,53033032213,"Census Tract 322.13, King County, Washington",4681,433316100,92569,5Y21,King County Balance,,,,,322.13
2136,53033032215,"Census Tract 322.15, King County, Washington",5583,493145400,88330,5Y21,King County Balance,,,,,322.15
2137,53033032216,"Census Tract 322.16, King County, Washington",5377,386795100,71935,5Y21,King County Balance,,,,,322.16
2138,53033032217,"Census Tract 322.17, King County, Washington",4260,377513300,88618,5Y21,King County Balance,,,,,322.17
2139,53033032218,"Census Tract 322.18, King County, Washington",6045,512704900,84815,5Y21,King County Balance,,,,,322.18
2140,53033032219,"Census Tract 322.19, King County, Washington",4556,419863100,92156,5Y21,King County Balance,,,,,322.19
2141,53033032220,"Census Tract 322.20, King County, Washington",9570,763657700,79797,5Y21,King County Balance,,,,,322.2
2142,53033032221,"Census Tract 322.21, King County, Washington",6647,555340000,83547,5Y21,King County Balance,,,,,322.21
2143,53033032222,"Census Tract 322.22, King County, Washington",4033,241679200,59925,5Y21,King County Balance,,,,,322.22
2144,53033032223,"Census Tract 322.23, King County, Washington",4158,332845900,80050,5Y21,King County Balance,,,,,322.23
2145,53033032224,"Census Tract 322.24, King County, Washington",2896,223052900,77021,5Y21,King County Balance,,,,,322.24
2146,53033032225,"Census Tract 322.25, King County, Washington",3625,276759400,76347,5Y21,King County Balance,,,,,322.25
2147,53033032307,"Census Tract 323.07, King County, Washington",6365,441764600,69405,5Y21,King County Balance,,,,,323.07
2148,53033032311,"Census Tract 323.11, King County, Washington",5978,442803400,74072,5Y21,King County Balance,,,,,323.11
2149,53033032313,"Census Tract 323.13, King County, Washington",7303,452166300,61915,5Y21,King County Balance,,,,,323.13
2150,53033032315,"Census Tract 323.15, King County, Washington",5455,469325800,86036,5Y21,King County Balance,,,,,323.15
2151,53033032316,"Census Tract 323.16, King County, Washington",5663,435406200,76886,5Y21,King County Balance,,,,,323.16
2152,53033032317,"Census Tract 323.17, King County, Washington",7027,525192100,74739,5Y21,King County Balance,,,,,323.17
2153,53033032318,"Census Tract 323.18, King County, Washington",7009,523838600,74738,5Y21,King County Balance,,,,,323.18
2154,53033032319,"Census Tract 323.19, King County, Washington",6467,392590000,60707,5Y21,King County Balance,,,,,323.19
2155,53033032320,"Census Tract 323.20, King County, Washington",4962,393150100,79232,5Y21,King County Balance,,,,,323.2
2156,53033032321,"Census Tract 323.21, King County, Washington",7424,679379500,91511,5Y21,King County Balance,,,,,323.21
2157,53033032322,"Census Tract 323.22, King County, Washington",3026,232337300,76780,5Y21,King County Balance,,,,,323.22
2158,53033032323,"Census Tract 323.23, King County, Washington",6922,569123400,82220,5Y21,King County Balance,,,,,323.23
2159,53033032324,"Census Tract 323.24, King County, Washington",6568,402065900,61216,5Y21,King County Balance,,,,,323.24
2160,53033032325,"Census Tract 323.25, King County, Washington",6055,362614100,59887,5Y21,King County Balance,,,,,323.25
2161,53033032326,"Census Tract 323.26, King County, Washington",3800,336047900,88434,5Y21,King County Balance,,,,,323.26
2162,53033032327,"Census Tract 323.27, King County, Washington",4325,417578900,96550,5Y21,King County Balance,,,,,323.27
2163,53033032328,"Census Tract 323.28, King County, Washington",3218,274399800,85270,5Y21,King County Balance,,,,,323.28
2164,53033032330,"Census Tract 323.30, King County, Washington",5198,421051300,81003,5Y21,King County Balance,,,,,323.3
2165,53033032331,"Census Tract 323.31, King County, Washington",4969,380577900,76590,5Y21,King County Balance,,,,,323.31
2166,53033032332,"Census Tract 323.32, King County, Washington",6292,487841400,77534,5Y21,King County Balance,,,,,323.32
